,files,preds
70,val/71.jpg,"Male, 231.65625"
71,val/72.jpg,"Male, 238.6875"
72,val/73.jpg,"Female, 218.203125"
73,val/74.jpg,"Female, 245.140625"
74,val/75.jpg,"Male, 240.859375"
75,val/76.jpg,"Male, 228.53125"
76,val/77.jpg,"Female, 222.0625"
77,val/78.jpg,"Male, 226.8125"
78,val/79.jpg,"Female, 199.8125"
79,val/80.jpg,"Female, 227.1875"
80,val/81.jpg,"Male, 226.46875"
81,val/82.jpg,"Male, 244.515625"
82,val/83.jpg,"Female, 209.46875"
83,val/84.jpg,"Male, 230.09375"
84,val/85.jpg,"Female, 223.65625"
85,val/86.jpg,"Male, 210.25"
86,val/87.jpg,"Male, 231.875"
87,val/88.jpg,"Male, 246.0625"
88,val/89.jpg,"Male, 239.78125"
89,val/90.jpg,"Male, 241.59375"
90,val/91.jpg,"Female, 216.375"
91,val/92.jpg,"Male, 235.515625"
92,val/93.jpg,"Female, 212.046875"
93,val/94.jpg,"Female, 212.8125"
94,val/95.jpg,"Female, 237.71875"
95,val/96.jpg,"Male, 241.40625"
96,val/97.jpg,"Female, 229.828125"
97,val/98.jpg,"Male, 236.734375"
98,val/99.jpg,"Male, 267.953125"
99,val/100.jpg,"Female, 233.453125"
100,val/101.jpg,"Female, 221.96875"
101,val/102.jpg,"Female, 232.625"
102,val/103.jpg,"Male, 234.734375"
103,val/104.jpg,"Male, 230.140625"
104,val/105.jpg,"Female, 224.046875"
105,val/106.jpg,"Male, 238.96875"
106,val/107.jpg,"Male, 234.453125"
107,val/108.jpg,"Female, 222.6875"
108,val/109.jpg,"Male, 234.921875"
109,val/110.jpg,"Male, 214.984375"
110,val/111.jpg,"Male, 228.8125"
111,val/112.jpg,"Female, 201.546875"
112,val/113.jpg,"Male, 245.265625"
113,val/114.jpg,"Female, 217.734375"
114,val/115.jpg,"Male, 243.6875"
115,val/116.jpg,"Female, 219.921875"
116,val/117.jpg,"Male, 239.6875"
117,val/118.jpg,"Female, 228.703125"
118,val/119.jpg,"Male, 218.375"
119,val/120.jpg,"Female, 215.828125"
120,val/121.jpg,"Female, 240.859375"
121,val/122.jpg,"Male, 242.9375"
122,val/123.jpg,"Female, 238.109375"
123,val/124.jpg,"Female, 223.609375"
124,val/125.jpg,"Female, 203.421875"
125,val/126.jpg,"Male, 221.71875"
126,val/127.jpg,"Female, 234.4375"
127,val/128.jpg,"Female, 225.390625"
128,val/129.jpg,"Male, 236.984375"
129,val/130.jpg,"Female, 232.390625"
130,val/131.jpg,"Female, 220.53125"
131,val/132.jpg,"Male, 228.296875"
132,val/133.jpg,"Female, 227.875"
133,val/134.jpg,"Female, 245.609375"
134,val/135.jpg,"Female, 236.03125"
135,val/136.jpg,"Female, 231.546875"
136,val/137.jpg,"Male, 227.9375"
137,val/138.jpg,"Female, 214.0625"
138,val/139.jpg,"Female, 210.796875"
139,val/140.jpg,"Male, 216.78125"
140,val/141.jpg,"Male, 241.03125"
141,val/142.jpg,"Female, 212.90625"
142,val/143.jpg,"Female, 220.359375"
143,val/144.jpg,"Male, 218.625"
144,val/145.jpg,"Female, 216.234375"
145,val/146.jpg,"Male, 227.03125"
146,val/147.jpg,"Male, 204.78125"
147,val/148.jpg,"Male, 252.234375"
148,val/149.jpg,"Female, 231.984375"
149,val/150.jpg,"Male, 240.953125"
150,val/151.jpg,"Female, 238.796875"
151,val/152.jpg,"Male, 204.09375"
152,val/153.jpg,"Female, 228.515625"
153,val/154.jpg,"Male, 223.296875"
154,val/155.jpg,"Female, 223.921875"
155,val/156.jpg,"Female, 233.4375"
156,val/157.jpg,"Male, 234.203125"
157,val/158.jpg,"Female, 218.609375"
158,val/159.jpg,"Female, 210.6875"
159,val/160.jpg,"Male, 239.421875"
160,val/161.jpg,"Female, 235.109375"
161,val/162.jpg,"Male, 241.46875"
162,val/163.jpg,"Male, 255.671875"
163,val/164.jpg,"Male, 218.984375"
164,val/165.jpg,"Male, 211.984375"
165,val/166.jpg,"Male, 224.34375"
166,val/167.jpg,"Female, 217.4375"
167,val/168.jpg,"Female, 212.1875"
168,val/169.jpg,"Male, 229.125"
169,val/170.jpg,"Female, 229.125"
170,val/171.jpg,"Female, 231.390625"
171,val/172.jpg,"Female, 222.09375"
172,val/173.jpg,"Male, 243.234375"
173,val/174.jpg,"Male, 229.46875"
174,val/175.jpg,"Male, 224.578125"
175,val/176.jpg,"Female, 230.109375"
176,val/177.jpg,"Male, 233.390625"
177,val/178.jpg,"Male, 234.59375"
178,val/179.jpg,"Male, 203.609375"
179,val/180.jpg,"Male, 244.75"
180,val/181.jpg,"Female, 232.921875"
181,val/182.jpg,"Male, 225.578125"
182,val/183.jpg,"Female, 244.0"
183,val/184.jpg,"Male, 213.59375"
184,val/185.jpg,"Male, 204.5625"
185,val/186.jpg,"Female, 235.765625"
186,val/187.jpg,"Male, 214.84375"
187,val/188.jpg,"Female, 236.984375"
188,val/189.jpg,"Male, 235.34375"
189,val/190.jpg,"Female, 221.5"
190,val/191.jpg,"Male, 247.578125"
191,val/192.jpg,"Male, 236.65625"
192,val/193.jpg,"Male, 240.28125"
193,val/194.jpg,"Male, 232.359375"
194,val/195.jpg,"Male, 230.015625"
195,val/196.jpg,"Male, 210.109375"
196,val/197.jpg,"Male, 216.53125"
197,val/198.jpg,"Female, 200.4375"
198,val/199.jpg,"Male, 220.203125"
199,val/200.jpg,"Female, 216.109375"
200,val/201.jpg,"Female, 220.28125"
201,val/202.jpg,"Male, 240.453125"
202,val/203.jpg,"Male, 228.75"
203,val/204.jpg,"Male, 211.828125"
204,val/205.jpg,"Female, 225.828125"
205,val/206.jpg,"Male, 219.96875"
206,val/207.jpg,"Male, 229.765625"
207,val/208.jpg,"Male, 258.765625"
208,val/209.jpg,"Male, 228.421875"
209,val/210.jpg,"Male, 234.703125"
210,val/211.jpg,"Male, 231.453125"
211,val/212.jpg,"Male, 233.640625"
212,val/213.jpg,"Female, 221.6875"
213,val/214.jpg,"Male, 226.40625"
214,val/215.jpg,"Female, 220.984375"
215,val/216.jpg,"Male, 233.6875"
216,val/217.jpg,"Female, 213.625"
217,val/218.jpg,"Female, 210.984375"
218,val/219.jpg,"Female, 228.859375"
219,val/220.jpg,"Male, 240.625"
220,val/221.jpg,"Female, 239.96875"
221,val/222.jpg,"Male, 222.140625"
222,val/223.jpg,"Male, 217.125"
223,val/224.jpg,"Male, 224.796875"
224,val/225.jpg,"Male, 222.453125"
225,val/226.jpg,"Male, 239.328125"
226,val/227.jpg,"Female, 239.75"
227,val/228.jpg,"Female, 269.796875"
228,val/229.jpg,"Female, 212.921875"
229,val/230.jpg,"Female, 225.28125"
230,val/231.jpg,"Male, 224.0"
231,val/232.jpg,"Female, 213.4375"
232,val/233.jpg,"Male, 239.703125"
233,val/234.jpg,"Female, 219.59375"
234,val/235.jpg,"Male, 240.484375"
235,val/236.jpg,"Female, 200.734375"
236,val/237.jpg,"Male, 239.03125"
237,val/238.jpg,"Female, 227.984375"
238,val/239.jpg,"Female, 242.078125"
239,val/240.jpg,"Male, 220.53125"
240,val/241.jpg,"Male, 224.390625"
241,val/242.jpg,"Male, 233.296875"
242,val/243.jpg,"Female, 228.28125"
243,val/244.jpg,"Male, 225.515625"
244,val/245.jpg,"Male, 227.859375"
245,val/246.jpg,"Male, 239.140625"
246,val/247.jpg,"Male, 230.71875"
247,val/248.jpg,"Male, 215.703125"
248,val/249.jpg,"Female, 226.90625"
249,val/250.jpg,"Male, 254.09375"
250,val/251.jpg,"Male, 222.296875"
251,val/252.jpg,"Female, 209.953125"
252,val/253.jpg,"Female, 229.71875"
253,val/254.jpg,"Female, 230.640625"
254,val/255.jpg,"Female, 232.453125"
255,val/256.jpg,"Male, 221.84375"
256,val/257.jpg,"Female, 226.609375"
257,val/258.jpg,"Female, 216.71875"
258,val/259.jpg,"Female, 222.765625"
259,val/260.jpg,"Female, 225.546875"
260,val/261.jpg,"Female, 236.484375"
261,val/262.jpg,"Female, 212.78125"
262,val/263.jpg,"Male, 231.6875"
263,val/264.jpg,"Female, 225.328125"
264,val/265.jpg,"Female, 217.328125"
265,val/266.jpg,"Male, 233.90625"
266,val/267.jpg,"Female, 230.0"
267,val/268.jpg,"Male, 237.1875"
268,val/269.jpg,"Male, 240.0625"
269,val/270.jpg,"Female, 213.046875"
270,val/271.jpg,"Male, 226.59375"
271,val/272.jpg,"Male, 243.15625"
272,val/273.jpg,"Female, 198.0625"
273,val/274.jpg,"Male, 222.53125"
274,val/275.jpg,"Male, 262.953125"
275,val/276.jpg,"Female, 232.3125"
276,val/277.jpg,"Female, 227.171875"
277,val/278.jpg,"Female, 214.515625"
278,val/279.jpg,"Male, 222.5"
279,val/280.jpg,"Female, 217.40625"
280,val/281.jpg,"Male, 229.171875"
281,val/282.jpg,"Male, 230.03125"
282,val/283.jpg,"Male, 235.21875"
283,val/284.jpg,"Female, 235.171875"
284,val/285.jpg,"Male, 217.578125"
285,val/286.jpg,"Female, 219.59375"
286,val/287.jpg,"Male, 234.796875"
287,val/288.jpg,"Female, 239.546875"
288,val/289.jpg,"Female, 226.90625"
289,val/290.jpg,"Male, 233.296875"
290,val/291.jpg,"Female, 234.046875"
291,val/292.jpg,"Female, 206.265625"
292,val/293.jpg,"Female, 242.703125"
293,val/294.jpg,"Male, 246.859375"
294,val/295.jpg,"Male, 242.375"
295,val/296.jpg,"Female, 208.640625"
296,val/297.jpg,"Female, 214.875"
297,val/298.jpg,"Female, 233.25"
298,val/299.jpg,"Male, 244.15625"
299,val/300.jpg,"Male, 222.4375"
300,val/301.jpg,"Male, 241.5625"
301,val/302.jpg,"Male, 235.21875"
302,val/303.jpg,"Male, 238.765625"
303,val/304.jpg,"Male, 232.21875"
304,val/305.jpg,"Male, 220.28125"
305,val/306.jpg,"Male, 240.609375"
306,val/307.jpg,"Male, 235.53125"
307,val/308.jpg,"Female, 221.625"
308,val/309.jpg,"Male, 241.09375"
309,val/310.jpg,"Male, 239.234375"
310,val/311.jpg,"Female, 222.4375"
311,val/312.jpg,"Male, 224.53125"
312,val/313.jpg,"Male, 247.84375"
313,val/314.jpg,"Male, 214.6875"
314,val/315.jpg,"Female, 213.046875"
315,val/316.jpg,"Male, 239.859375"
316,val/317.jpg,"Female, 231.421875"
317,val/318.jpg,"Female, 224.109375"
318,val/319.jpg,"Male, 238.625"
319,val/320.jpg,"Male, 222.9375"
320,val/321.jpg,"Male, 228.703125"
321,val/322.jpg,"Female, 256.578125"
322,val/323.jpg,"Female, 231.890625"
323,val/324.jpg,"Male, 218.21875"
324,val/325.jpg,"Female, 221.046875"
325,val/326.jpg,"Female, 230.25"
326,val/327.jpg,"Male, 230.484375"
327,val/328.jpg,"Female, 238.953125"
328,val/329.jpg,"Female, 224.375"
329,val/330.jpg,"Female, 233.28125"
330,val/331.jpg,"Male, 224.328125"
331,val/332.jpg,"Male, 220.921875"
332,val/333.jpg,"Female, 240.125"
333,val/334.jpg,"Female, 216.90625"
334,val/335.jpg,"Male, 218.296875"
335,val/336.jpg,"Male, 214.25"
336,val/337.jpg,"Male, 231.875"
337,val/338.jpg,"Female, 225.890625"
338,val/339.jpg,"Male, 220.03125"
339,val/340.jpg,"Female, 216.234375"
340,val/341.jpg,"Male, 238.59375"
341,val/342.jpg,"Male, 229.453125"
342,val/343.jpg,"Male, 196.828125"
343,val/344.jpg,"Female, 254.59375"
344,val/345.jpg,"Female, 224.484375"
345,val/346.jpg,"Male, 223.734375"
346,val/347.jpg,"Female, 237.953125"
347,val/348.jpg,"Female, 233.84375"
348,val/349.jpg,"Male, 229.109375"
349,val/350.jpg,"Male, 220.140625"
350,val/351.jpg,"Female, 207.328125"
351,val/352.jpg,"Female, 214.171875"
352,val/353.jpg,"Male, 235.265625"
353,val/354.jpg,"Male, 213.5"
354,val/355.jpg,"Male, 216.546875"
355,val/356.jpg,"Male, 247.90625"
356,val/357.jpg,"Male, 211.484375"
357,val/358.jpg,"Female, 232.796875"
358,val/359.jpg,"Female, 220.671875"
359,val/360.jpg,"Female, 207.765625"
360,val/361.jpg,"Male, 218.65625"
361,val/362.jpg,"Male, 217.703125"
362,val/363.jpg,"Male, 220.53125"
363,val/364.jpg,"Female, 235.984375"
364,val/365.jpg,"Female, 228.046875"
365,val/366.jpg,"Male, 219.796875"
366,val/367.jpg,"Female, 211.453125"
367,val/368.jpg,"Female, 241.859375"
368,val/369.jpg,"Female, 222.609375"
369,val/370.jpg,"Male, 235.125"
370,val/371.jpg,"Male, 248.375"
371,val/372.jpg,"Female, 245.78125"
372,val/373.jpg,"Male, 235.171875"
373,val/374.jpg,"Female, 227.59375"
374,val/375.jpg,"Female, 211.8125"
375,val/376.jpg,"Female, 205.921875"
376,val/377.jpg,"Female, 231.09375"
377,val/378.jpg,"Male, 251.1875"
378,val/379.jpg,"Female, 209.546875"
379,val/380.jpg,"Male, 240.765625"
380,val/381.jpg,"Male, 212.359375"
381,val/382.jpg,"Male, 217.109375"
382,val/383.jpg,"Female, 247.96875"
383,val/384.jpg,"Male, 241.4375"
384,val/385.jpg,"Female, 236.25"
385,val/386.jpg,"Female, 228.359375"
386,val/387.jpg,"Male, 256.84375"
387,val/388.jpg,"Male, 217.90625"
388,val/389.jpg,"Male, 237.375"
389,val/390.jpg,"Male, 215.453125"
390,val/391.jpg,"Male, 261.40625"
391,val/392.jpg,"Female, 220.765625"
392,val/393.jpg,"Male, 228.921875"
393,val/394.jpg,"Female, 229.234375"
394,val/395.jpg,"Female, 229.171875"
395,val/396.jpg,"Female, 215.671875"
396,val/397.jpg,"Female, 210.296875"
397,val/398.jpg,"Male, 265.703125"
398,val/399.jpg,"Male, 213.546875"
399,val/400.jpg,"Male, 229.953125"
400,val/401.jpg,"Male, 243.5"
401,val/402.jpg,"Female, 233.0"
402,val/403.jpg,"Male, 213.59375"
403,val/404.jpg,"Male, 230.78125"
404,val/405.jpg,"Female, 223.1875"
405,val/406.jpg,"Male, 230.578125"
406,val/407.jpg,"Male, 243.515625"
407,val/408.jpg,"Male, 225.3125"
408,val/409.jpg,"Male, 236.0625"
409,val/410.jpg,"Male, 241.609375"
410,val/411.jpg,"Female, 236.453125"
411,val/412.jpg,"Male, 242.3125"
412,val/413.jpg,"Female, 215.765625"
413,val/414.jpg,"Female, 221.03125"
414,val/415.jpg,"Male, 224.0"
415,val/416.jpg,"Male, 226.953125"
416,val/417.jpg,"Female, 223.984375"
417,val/418.jpg,"Female, 230.0625"
418,val/419.jpg,"Female, 226.53125"
419,val/420.jpg,"Male, 217.578125"
420,val/421.jpg,"Female, 230.234375"
421,val/422.jpg,"Male, 225.390625"
422,val/423.jpg,"Female, 242.25"
423,val/424.jpg,"Female, 216.75"
424,val/425.jpg,"Female, 199.40625"
425,val/426.jpg,"Male, 245.6875"
426,val/427.jpg,"Female, 224.375"
427,val/428.jpg,"Male, 229.671875"
428,val/429.jpg,"Female, 226.859375"
429,val/430.jpg,"Female, 245.078125"
430,val/431.jpg,"Female, 207.484375"
431,val/432.jpg,"Male, 212.046875"
432,val/433.jpg,"Male, 237.984375"
433,val/434.jpg,"Male, 220.234375"
434,val/435.jpg,"Female, 234.09375"
435,val/436.jpg,"Female, 228.75"
436,val/437.jpg,"Female, 241.296875"
437,val/438.jpg,"Female, 231.0625"
438,val/439.jpg,"Female, 221.84375"
439,val/440.jpg,"Female, 225.59375"
440,val/441.jpg,"Male, 219.328125"
441,val/442.jpg,"Male, 251.8125"
442,val/443.jpg,"Female, 228.3125"
443,val/444.jpg,"Female, 211.328125"
444,val/445.jpg,"Female, 231.625"
445,val/446.jpg,"Male, 218.578125"
446,val/447.jpg,"Female, 216.3125"
447,val/448.jpg,"Female, 222.171875"
448,val/449.jpg,"Female, 247.40625"
449,val/450.jpg,"Male, 230.09375"
450,val/451.jpg,"Female, 227.4375"
451,val/452.jpg,"Female, 234.21875"
452,val/453.jpg,"Female, 214.796875"
453,val/454.jpg,"Male, 226.234375"
454,val/455.jpg,"Female, 247.15625"
455,val/456.jpg,"Female, 223.5"
456,val/457.jpg,"Male, 230.484375"
457,val/458.jpg,"Male, 243.609375"
458,val/459.jpg,"Female, 219.828125"
459,val/460.jpg,"Male, 219.5625"
460,val/461.jpg,"Male, 236.375"
461,val/462.jpg,"Female, 215.859375"
462,val/463.jpg,"Male, 249.140625"
463,val/464.jpg,"Male, 223.859375"
464,val/465.jpg,"Female, 223.203125"
465,val/466.jpg,"Male, 210.875"
466,val/467.jpg,"Female, 222.046875"
467,val/468.jpg,"Male, 222.703125"
468,val/469.jpg,"Female, 214.5625"
469,val/470.jpg,"Female, 209.0625"
470,val/471.jpg,"Female, 222.796875"
471,val/472.jpg,"Male, 226.921875"
472,val/473.jpg,"Male, 234.546875"
473,val/474.jpg,"Male, 233.46875"
474,val/475.jpg,"Male, 222.140625"
475,val/476.jpg,"Female, 217.109375"
476,val/477.jpg,"Male, 207.46875"
477,val/478.jpg,"Male, 240.734375"
478,val/479.jpg,"Male, 206.21875"
479,val/480.jpg,"Female, 239.625"
480,val/481.jpg,"Male, 236.28125"
481,val/482.jpg,"Female, 227.28125"
482,val/483.jpg,"Male, 236.25"
483,val/484.jpg,"Female, 236.09375"
484,val/485.jpg,"Female, 212.5625"
485,val/486.jpg,"Male, 234.734375"
486,val/487.jpg,"Male, 227.78125"
487,val/488.jpg,"Male, 240.46875"
488,val/489.jpg,"Male, 241.828125"
489,val/490.jpg,"Male, 219.015625"
490,val/491.jpg,"Female, 203.734375"
491,val/492.jpg,"Female, 226.46875"
492,val/493.jpg,"Female, 220.3125"
493,val/494.jpg,"Female, 228.609375"
494,val/495.jpg,"Male, 235.890625"
495,val/496.jpg,"Female, 246.328125"
496,val/497.jpg,"Female, 212.21875"
497,val/498.jpg,"Female, 221.046875"
498,val/499.jpg,"Male, 230.59375"
499,val/500.jpg,"Male, 226.84375"
500,val/501.jpg,"Male, 224.40625"
501,val/502.jpg,"Male, 241.640625"
502,val/503.jpg,"Male, 237.34375"
503,val/504.jpg,"Male, 239.296875"
504,val/505.jpg,"Male, 228.34375"
505,val/506.jpg,"Male, 205.3125"
506,val/507.jpg,"Female, 223.1875"
507,val/508.jpg,"Male, 214.984375"
508,val/509.jpg,"Male, 223.703125"
509,val/510.jpg,"Female, 240.90625"
510,val/511.jpg,"Male, 236.546875"
511,val/512.jpg,"Male, 235.25"
512,val/513.jpg,"Male, 230.96875"
513,val/514.jpg,"Male, 220.0"
514,val/515.jpg,"Male, 245.890625"
515,val/516.jpg,"Female, 222.59375"
516,val/517.jpg,"Female, 220.0"
517,val/518.jpg,"Male, 212.546875"
518,val/519.jpg,"Female, 228.78125"
519,val/520.jpg,"Female, 226.40625"
520,val/521.jpg,"Male, 211.375"
521,val/522.jpg,"Male, 237.046875"
522,val/523.jpg,"Male, 197.578125"
523,val/524.jpg,"Male, 227.75"
524,val/525.jpg,"Male, 218.0625"
525,val/526.jpg,"Female, 219.65625"
526,val/527.jpg,"Male, 233.640625"
527,val/528.jpg,"Male, 228.109375"
528,val/529.jpg,"Female, 235.53125"
529,val/530.jpg,"Male, 247.28125"
530,val/531.jpg,"Male, 239.390625"
531,val/532.jpg,"Female, 231.953125"
532,val/533.jpg,"Male, 218.390625"
533,val/534.jpg,"Male, 234.640625"
534,val/535.jpg,"Female, 225.71875"
535,val/536.jpg,"Male, 218.25"
536,val/537.jpg,"Female, 212.640625"
537,val/538.jpg,"Female, 209.859375"
538,val/539.jpg,"Male, 226.3125"
539,val/540.jpg,"Male, 223.171875"
540,val/541.jpg,"Female, 230.828125"
541,val/542.jpg,"Male, 227.328125"
542,val/543.jpg,"Male, 240.71875"
543,val/544.jpg,"Male, 207.328125"
544,val/545.jpg,"Female, 214.4375"
545,val/546.jpg,"Male, 236.609375"
546,val/547.jpg,"Male, 224.953125"
547,val/548.jpg,"Male, 225.421875"
548,val/549.jpg,"Male, 229.609375"
549,val/550.jpg,"Female, 204.6953125"
550,val/551.jpg,"Female, 228.25"
551,val/552.jpg,"Male, 247.640625"
552,val/553.jpg,"Female, 229.84375"
553,val/554.jpg,"Male, 235.625"
554,val/555.jpg,"Male, 239.78125"
555,val/556.jpg,"Male, 221.734375"
556,val/557.jpg,"Male, 207.90625"
557,val/558.jpg,"Female, 230.515625"
558,val/559.jpg,"Female, 226.90625"
559,val/560.jpg,"Female, 203.578125"
560,val/561.jpg,"Male, 240.953125"
561,val/562.jpg,"Male, 203.546875"
562,val/563.jpg,"Male, 254.390625"
563,val/564.jpg,"Male, 215.234375"
564,val/565.jpg,"Female, 222.1875"
565,val/566.jpg,"Female, 232.0625"
566,val/567.jpg,"Male, 234.171875"
567,val/568.jpg,"Male, 230.78125"
568,val/569.jpg,"Male, 232.515625"
569,val/570.jpg,"Male, 256.921875"
570,val/571.jpg,"Female, 224.71875"
571,val/572.jpg,"Male, 196.546875"
572,val/573.jpg,"Male, 212.015625"
573,val/574.jpg,"Female, 225.625"
574,val/575.jpg,"Male, 232.625"
575,val/576.jpg,"Male, 229.453125"
576,val/577.jpg,"Male, 242.875"
577,val/578.jpg,"Female, 224.796875"
578,val/579.jpg,"Male, 233.96875"
579,val/580.jpg,"Male, 224.265625"
580,val/581.jpg,"Male, 241.96875"
581,val/582.jpg,"Male, 212.640625"
582,val/583.jpg,"Male, 233.59375"
583,val/584.jpg,"Female, 221.5"
584,val/585.jpg,"Female, 238.203125"
585,val/586.jpg,"Female, 240.84375"
586,val/587.jpg,"Male, 209.453125"
587,val/588.jpg,"Female, 234.75"
588,val/589.jpg,"Female, 203.546875"
589,val/590.jpg,"Male, 231.75"
590,val/591.jpg,"Male, 212.1875"
591,val/592.jpg,"Female, 229.78125"
592,val/593.jpg,"Female, 225.828125"
593,val/594.jpg,"Female, 226.46875"
594,val/595.jpg,"Male, 248.34375"
595,val/596.jpg,"Female, 207.703125"
596,val/597.jpg,"Male, 238.28125"
597,val/598.jpg,"Male, 217.59375"
598,val/599.jpg,"Male, 225.96875"
599,val/600.jpg,"Male, 232.578125"
600,val/601.jpg,"Female, 245.9375"
601,val/602.jpg,"Male, 227.75"
602,val/603.jpg,"Male, 219.6875"
603,val/604.jpg,"Male, 252.375"
604,val/605.jpg,"Male, 216.71875"
605,val/606.jpg,"Male, 236.765625"
606,val/607.jpg,"Male, 198.15625"
607,val/608.jpg,"Female, 219.453125"
608,val/609.jpg,"Female, 245.71875"
609,val/610.jpg,"Female, 218.296875"
610,val/611.jpg,"Male, 238.46875"
611,val/612.jpg,"Male, 232.734375"
612,val/613.jpg,"Male, 259.78125"
613,val/614.jpg,"Female, 212.375"
614,val/615.jpg,"Female, 234.859375"
615,val/616.jpg,"Male, 221.921875"
616,val/617.jpg,"Female, 224.828125"
617,val/618.jpg,"Male, 234.5625"
618,val/619.jpg,"Male, 212.296875"
619,val/620.jpg,"Male, 222.34375"
620,val/621.jpg,"Male, 225.4375"
621,val/622.jpg,"Male, 251.40625"
622,val/623.jpg,"Female, 229.921875"
623,val/624.jpg,"Male, 217.921875"
624,val/625.jpg,"Female, 216.46875"
625,val/626.jpg,"Female, 221.0625"
626,val/627.jpg,"Female, 224.34375"
627,val/628.jpg,"Female, 218.1875"
628,val/629.jpg,"Male, 222.890625"
629,val/630.jpg,"Female, 231.328125"
630,val/631.jpg,"Female, 219.4375"
631,val/632.jpg,"Female, 236.8125"
632,val/633.jpg,"Female, 222.890625"
633,val/634.jpg,"Female, 204.15625"
634,val/635.jpg,"Male, 239.5625"
635,val/636.jpg,"Male, 225.96875"
636,val/637.jpg,"Male, 227.03125"
637,val/638.jpg,"Female, 229.21875"
638,val/639.jpg,"Female, 209.9375"
639,val/640.jpg,"Male, 242.765625"
640,val/641.jpg,"Female, 237.6875"
641,val/642.jpg,"Male, 206.296875"
642,val/643.jpg,"Male, 214.84375"
643,val/644.jpg,"Male, 216.40625"
644,val/645.jpg,"Female, 232.515625"
645,val/646.jpg,"Female, 225.921875"
646,val/647.jpg,"Male, 212.71875"
647,val/648.jpg,"Male, 224.75"
648,val/649.jpg,"Female, 226.484375"
649,val/650.jpg,"Female, 225.234375"
650,val/651.jpg,"Female, 235.953125"
651,val/652.jpg,"Male, 226.21875"
652,val/653.jpg,"Male, 237.0625"
653,val/654.jpg,"Male, 227.515625"
654,val/655.jpg,"Female, 221.71875"
655,val/656.jpg,"Male, 228.828125"
656,val/657.jpg,"Male, 226.875"
657,val/658.jpg,"Female, 216.8125"
658,val/659.jpg,"Male, 225.3125"
659,val/660.jpg,"Male, 236.859375"
660,val/661.jpg,"Male, 216.546875"
661,val/662.jpg,"Male, 225.375"
662,val/663.jpg,"Female, 220.546875"
663,val/664.jpg,"Female, 226.125"
664,val/665.jpg,"Female, 221.546875"
665,val/666.jpg,"Male, 224.515625"
666,val/667.jpg,"Male, 229.359375"
667,val/668.jpg,"Female, 228.703125"
668,val/669.jpg,"Male, 251.90625"
